species,class,order,weight_kg,length_cm,conservation_status
Receive in,Aves,Anura,4037.586,2640.65,Near Threatened
Open writer,Aves,Squamata,2037.189,2501.14,Extinct in the Wild
Site write,Amphibia,Rodentia,52.494,2722.54,Extinct in the Wild
Listen radio,Reptilia,Rodentia,4306.633,2047.82,Vulnerable
Move still,Actinopterygii,Rodentia,3871.309,2170.4,Endangered
Modern grow,Aves,Carnivora,4921.388,132.58,Endangered
Major few,Actinopterygii,Primates,299.333,309.31,Critically Endangered
Network major,Mammalia,Rodentia,2198.903,263.87,Least Concern
According actually,Reptilia,Carnivora,114.85,904.61,Vulnerable
Stock international,Actinopterygii,Squamata,4898.996,1318.96,Vulnerable
Rather second,Mammalia,Anura,953.146,1671.71,Near Threatened
Commercial either,Actinopterygii,Passeriformes,1857.623,1836.33,Endangered
Mother rather,Amphibia,Primates,2436.096,1713.35,Critically Endangered
Card customer,Amphibia,Carnivora,3220.192,2977.79,Vulnerable
Street economy,Actinopterygii,Carnivora,4819.889,333.52,Extinct in the Wild
Authority everybody,Aves,Squamata,4216.872,1983.73,Endangered
Contain many,Aves,Carnivora,4036.731,1180.2,Endangered
Treat occur,Amphibia,Squamata,4453.224,244.64,Critically Endangered
Career rather,Reptilia,Squamata,3644.881,1904.36,Near Threatened
Trade policy,Reptilia,Squamata,2944.41,308.68,Extinct in the Wild
Beautiful two,Actinopterygii,Anura,2367.422,1283.8,Critically Endangered
People painting,Aves,Rodentia,4911.382,722.92,Endangered
Group church,Amphibia,Squamata,358.246,1446.81,Least Concern
Open far,Mammalia,Squamata,2056.718,140.3,Vulnerable
Serve visit,Actinopterygii,Carnivora,418.815,2358.38,Critically Endangered
Born other,Actinopterygii,Passeriformes,4192.476,1194.46,Near Threatened
Floor similar,Mammalia,Primates,1456.051,357.47,Critically Endangered
Job value,Reptilia,Carnivora,683.846,1287.23,Extinct in the Wild
Skill hope,Aves,Primates,668.337,673.58,Critically Endangered
Business rise,Amphibia,Squamata,2827.763,831.75,Vulnerable
White deal,Aves,Passeriformes,1222.823,2242.52,Near Threatened
Only popular,Actinopterygii,Carnivora,2696.835,1784.08,Critically Endangered
Suggest pretty,Amphibia,Squamata,1925.204,308.05,Least Concern
Should raise,Reptilia,Squamata,4260.716,2421.24,Vulnerable
Have go,Actinopterygii,Squamata,4992.178,1402.23,Least Concern
Whose southern,Reptilia,Rodentia,4955.684,1738.45,Extinct in the Wild
Material clearly,Aves,Squamata,2749.544,913.26,Critically Endangered
Agency kind,Amphibia,Anura,4878.877,544.43,Endangered
North place,Reptilia,Passeriformes,995.23,1663.33,Near Threatened
Interest keep,Mammalia,Squamata,3808.233,2838.02,Extinct in the Wild
Effect commercial,Mammalia,Rodentia,4035.646,1780.07,Vulnerable
Base order,Aves,Passeriformes,370.15,639.99,Near Threatened
Also media,Actinopterygii,Primates,4076.853,1879.79,Critically Endangered
Month do,Actinopterygii,Primates,1194.172,2329.83,Extinct in the Wild
Wrong same,Aves,Primates,2721.903,1703.94,Near Threatened
Stop adult,Mammalia,Anura,1858.645,969.62,Least Concern
You end,Actinopterygii,Anura,3718.918,1839.72,Endangered
Lot executive,Actinopterygii,Rodentia,1929.962,2362.09,Extinct in the Wild
Do bank,Amphibia,Squamata,4716.216,2130.78,Extinct in the Wild
Charge deal,Amphibia,Primates,949.672,2193.22,Endangered
Probably first,Amphibia,Squamata,4635.337,2630.44,Vulnerable
Line civil,Amphibia,Passeriformes,1938.606,1818.98,Least Concern
Sell worry,Reptilia,Primates,73.331,1628.19,Endangered
Quickly style,Reptilia,Rodentia,2907.502,251.98,Critically Endangered
In anyone,Reptilia,Passeriformes,2004.501,2669.92,Extinct in the Wild
Election toward,Mammalia,Passeriformes,802.146,2476.23,Endangered
Finally low,Mammalia,Carnivora,638.75,644.68,Extinct in the Wild
Movie something,Reptilia,Carnivora,4465.549,2191.74,Least Concern
Local news,Amphibia,Anura,912.268,83.27,Vulnerable
Can free,Reptilia,Squamata,755.0,810.09,Critically Endangered
Official share,Mammalia,Primates,1755.298,2162.65,Vulnerable
On dark,Actinopterygii,Primates,521.465,1653.09,Critically Endangered
Fund they,Actinopterygii,Primates,523.846,46.25,Critically Endangered
Eight anyone,Actinopterygii,Primates,731.467,71.37,Least Concern
Cup worry,Reptilia,Squamata,4720.824,2200.33,Vulnerable
Democrat successful,Reptilia,Anura,483.208,274.19,Near Threatened
Size stay,Mammalia,Rodentia,3635.642,2782.55,Least Concern
If identify,Mammalia,Carnivora,2816.553,1277.44,Least Concern
Be election,Mammalia,Passeriformes,102.068,1819.92,Near Threatened
Suffer professional,Mammalia,Squamata,2189.808,1737.95,Critically Endangered
Others economy,Aves,Anura,3383.982,901.84,Vulnerable
Through baby,Mammalia,Anura,4143.507,1107.98,Extinct in the Wild
Study nature,Reptilia,Carnivora,2888.975,1418.91,Extinct in the Wild
Simply reality,Mammalia,Carnivora,3923.772,2688.49,Critically Endangered
Science specific,Amphibia,Squamata,246.832,2852.04,Endangered
Last could,Actinopterygii,Primates,4166.6,453.98,Vulnerable
Game today,Actinopterygii,Carnivora,1002.005,2968.45,Critically Endangered
Price suffer,Reptilia,Carnivora,4518.713,1103.02,Least Concern
Prove find,Actinopterygii,Squamata,3552.196,1152.96,Near Threatened
Firm care,Amphibia,Anura,914.737,2839.67,Vulnerable
Mention century,Reptilia,Rodentia,4613.562,2575.34,Vulnerable
Serve Republican,Aves,Carnivora,2946.063,2666.17,Least Concern
Else drug,Aves,Rodentia,730.01,1861.32,Least Concern
Three yes,Amphibia,Rodentia,2680.558,2352.65,Least Concern
Wife nearly,Actinopterygii,Passeriformes,848.193,2198.56,Endangered
Key challenge,Reptilia,Anura,2933.019,2623.42,Critically Endangered
Herself my,Reptilia,Carnivora,1675.183,309.4,Least Concern
New direction,Mammalia,Passeriformes,1959.789,2643.91,Critically Endangered
Issue watch,Aves,Primates,4817.799,2549.1,Vulnerable
Stay a,Actinopterygii,Primates,257.804,2102.46,Near Threatened
Deal industry,Mammalia,Rodentia,1287.001,662.43,Extinct in the Wild
Station especially,Mammalia,Passeriformes,3468.862,2946.28,Endangered
Question a,Mammalia,Carnivora,1234.444,2399.8,Least Concern
Order many,Reptilia,Squamata,3008.577,1593.69,Critically Endangered
Ball protect,Amphibia,Anura,3308.846,1909.59,Least Concern
Develop voice,Aves,Rodentia,3158.439,373.29,Extinct in the Wild
Leg garden,Mammalia,Squamata,776.094,930.23,Extinct in the Wild
Law join,Actinopterygii,Primates,3270.912,2755.33,Least Concern
Politics two,Actinopterygii,Rodentia,2661.495,1676.87,Near Threatened
Section perhaps,Amphibia,Squamata,1247.649,1037.74,Endangered
I Democrat,Mammalia,Rodentia,1588.473,2875.56,Extinct in the Wild
Two especially,Reptilia,Carnivora,3362.547,1339.52,Near Threatened
Up concern,Aves,Passeriformes,3518.144,2664.12,Least Concern
Person nice,Amphibia,Squamata,3654.687,794.93,Least Concern
Fear personal,Reptilia,Primates,3243.628,1914.72,Extinct in the Wild
Eye again,Mammalia,Anura,3662.752,262.49,Extinct in the Wild
Professor performance,Aves,Anura,3859.263,1515.61,Least Concern
Upon thus,Amphibia,Rodentia,1287.546,2135.8,Endangered
Another manager,Aves,Primates,786.137,2486.7,Vulnerable
Election agree,Mammalia,Anura,142.536,2050.7,Near Threatened
Instead blue,Aves,Rodentia,2646.37,719.53,Extinct in the Wild
Respond democratic,Aves,Primates,1451.547,2735.01,Endangered
Arm far,Aves,Rodentia,2241.12,1423.71,Critically Endangered
Activity already,Actinopterygii,Squamata,1583.158,195.89,Critically Endangered
Such share,Mammalia,Carnivora,813.885,1799.9,Vulnerable
Officer social,Reptilia,Anura,84.757,2470.3,Endangered
Hard president,Actinopterygii,Primates,2506.444,509.27,Endangered
Mother factor,Aves,Squamata,3188.873,1185.36,Least Concern
What energy,Aves,Squamata,2661.399,2362.12,Least Concern
Between method,Actinopterygii,Anura,1695.09,2359.31,Vulnerable
Left mouth,Amphibia,Carnivora,64.73,1846.27,Critically Endangered
Itself language,Mammalia,Squamata,1036.183,2368.02,Vulnerable
Series many,Mammalia,Carnivora,484.465,2988.24,Least Concern
Effect herself,Actinopterygii,Squamata,723.638,428.18,Vulnerable
Field job,Amphibia,Passeriformes,3808.967,692.88,Near Threatened
Kid participant,Actinopterygii,Anura,4478.123,706.63,Least Concern
Or clearly,Actinopterygii,Anura,2491.113,1358.14,Critically Endangered
Eat show,Reptilia,Primates,1610.111,20.73,Critically Endangered
Issue pass,Reptilia,Carnivora,4646.6,1050.35,Vulnerable
Owner memory,Mammalia,Rodentia,4006.367,1685.29,Critically Endangered
Begin political,Aves,Passeriformes,1525.982,1128.41,Vulnerable
Into young,Mammalia,Passeriformes,3758.71,1330.47,Vulnerable
Coach look,Actinopterygii,Rodentia,4697.648,1919.65,Extinct in the Wild
Various improve,Amphibia,Rodentia,1197.836,2942.23,Extinct in the Wild
Lawyer throw,Actinopterygii,Carnivora,4237.021,2229.75,Extinct in the Wild
Threat list,Amphibia,Passeriformes,4502.436,2407.98,Vulnerable
Enough authority,Amphibia,Carnivora,2087.297,1986.58,Near Threatened
Out woman,Amphibia,Passeriformes,1326.473,1554.05,Near Threatened
Appear act,Amphibia,Carnivora,1312.397,722.56,Near Threatened
Resource young,Mammalia,Squamata,1120.814,2400.85,Vulnerable
Outside role,Mammalia,Rodentia,1801.213,1729.66,Vulnerable
Medical same,Actinopterygii,Passeriformes,3496.399,2880.67,Endangered
Claim interesting,Aves,Primates,2312.356,1565.77,Extinct in the Wild
At responsibility,Amphibia,Primates,1257.132,970.31,Critically Endangered
Boy north,Aves,Passeriformes,4426.683,1164.72,Extinct in the Wild
Lawyer all,Reptilia,Squamata,609.217,44.23,Critically Endangered
Place language,Amphibia,Passeriformes,463.383,2160.23,Vulnerable
With might,Reptilia,Carnivora,3646.261,1422.1,Critically Endangered
Police indicate,Reptilia,Squamata,4068.696,2378.05,Near Threatened
Media site,Reptilia,Passeriformes,4003.36,2085.66,Vulnerable
Top across,Actinopterygii,Anura,834.654,729.2,Extinct in the Wild
Art read,Reptilia,Anura,897.152,2084.08,Critically Endangered
Still care,Actinopterygii,Anura,4560.158,1832.77,Least Concern
Half evidence,Aves,Anura,1098.825,2240.64,Extinct in the Wild
Theory clear,Aves,Carnivora,1823.09,787.47,Least Concern
Decide build,Mammalia,Passeriformes,3273.247,1808.81,Endangered
Prepare believe,Reptilia,Primates,1992.275,348.55,Vulnerable
Employee event,Aves,Anura,3671.044,1756.25,Critically Endangered
Similar reduce,Amphibia,Primates,4016.882,1042.54,Extinct in the Wild
Fall range,Actinopterygii,Rodentia,1519.358,2605.58,Extinct in the Wild
Seat among,Reptilia,Passeriformes,2190.487,1637.75,Endangered
Election purpose,Amphibia,Primates,758.192,2205.04,Least Concern
Explain only,Mammalia,Rodentia,3071.605,52.67,Vulnerable
Then one,Aves,Passeriformes,113.376,720.17,Critically Endangered
Age memory,Actinopterygii,Primates,3316.457,1593.42,Critically Endangered
Summer little,Reptilia,Passeriformes,1384.86,2622.38,Extinct in the Wild
Value these,Aves,Squamata,1565.968,323.27,Critically Endangered
Hear similar,Actinopterygii,Squamata,4202.823,1854.06,Near Threatened
My across,Mammalia,Passeriformes,3237.106,2990.37,Critically Endangered
Nor role,Amphibia,Anura,4515.431,1513.11,Near Threatened
Which hospital,Reptilia,Passeriformes,4545.519,290.35,Extinct in the Wild
Way expect,Actinopterygii,Anura,149.61,763.2,Near Threatened
Why little,Amphibia,Rodentia,4070.513,2630.73,Least Concern
Model six,Aves,Rodentia,1153.777,1629.21,Endangered
Single final,Amphibia,Passeriformes,4702.018,754.57,Extinct in the Wild
Necessary impact,Aves,Passeriformes,3878.189,864.18,Least Concern
Trip break,Reptilia,Rodentia,4299.539,1123.69,Endangered
Act less,Mammalia,Rodentia,4026.675,1683.75,Endangered
Certain piece,Reptilia,Rodentia,891.438,1209.38,Vulnerable
Believe government,Reptilia,Primates,3357.409,880.7,Least Concern
Yet know,Mammalia,Rodentia,630.985,1656.73,Least Concern
Share space,Reptilia,Carnivora,1898.274,1640.58,Near Threatened
Yet generation,Actinopterygii,Passeriformes,80.941,2811.14,Extinct in the Wild
Only per,Mammalia,Passeriformes,4106.131,888.23,Near Threatened
Gun go,Reptilia,Primates,3046.562,1774.34,Extinct in the Wild
Design people,Amphibia,Passeriformes,1799.793,1143.2,Critically Endangered
Example third,Amphibia,Primates,3253.166,1090.03,Least Concern
Help first,Reptilia,Passeriformes,1575.866,2259.36,Least Concern
Thing scene,Reptilia,Primates,4071.772,1754.18,Near Threatened
On already,Mammalia,Anura,3671.404,1000.78,Vulnerable
Newspaper daughter,Actinopterygii,Anura,4286.607,1295.42,Least Concern
Seat evening,Amphibia,Rodentia,2685.411,1979.81,Critically Endangered
Again relationship,Actinopterygii,Rodentia,1700.26,1233.42,Least Concern
Pull baby,Aves,Primates,2600.101,1586.84,Least Concern
Process crime,Amphibia,Primates,4487.745,2042.11,Vulnerable
Guess into,Aves,Passeriformes,1468.295,429.16,Vulnerable
Affect fine,Mammalia,Squamata,3891.098,1512.96,Least Concern
Marriage realize,Actinopterygii,Passeriformes,2739.938,911.33,Near Threatened
Fact brother,Amphibia,Passeriformes,4807.269,1314.26,Extinct in the Wild
Kid week,Amphibia,Rodentia,1193.782,2948.17,Near Threatened
Seat speak,Amphibia,Passeriformes,4575.329,67.61,Near Threatened
Be measure,Mammalia,Passeriformes,532.329,441.79,Extinct in the Wild
Instead more,Actinopterygii,Passeriformes,4489.166,424.64,Near Threatened
Part right,Reptilia,Anura,2419.267,97.45,Endangered
Author author,Reptilia,Anura,2650.628,1123.57,Extinct in the Wild
Huge property,Aves,Passeriformes,680.145,2796.35,Extinct in the Wild
Establish until,Aves,Squamata,569.247,1930.55,Near Threatened
However quite,Reptilia,Primates,4897.16,1489.04,Critically Endangered
Three reach,Actinopterygii,Passeriformes,1044.666,2723.2,Vulnerable
Picture everything,Reptilia,Primates,2399.752,74.89,Least Concern
President shake,Reptilia,Squamata,1365.859,668.35,Extinct in the Wild
Must entire,Reptilia,Anura,4891.584,1898.34,Least Concern
Time it,Amphibia,Squamata,3399.054,329.63,Critically Endangered
Doctor trade,Amphibia,Rodentia,2263.332,341.61,Critically Endangered
Government admit,Mammalia,Primates,4071.915,737.82,Least Concern
Describe other,Amphibia,Carnivora,334.289,1408.67,Least Concern
Present break,Aves,Passeriformes,2384.126,2837.21,Endangered
Subject skin,Aves,Primates,1084.941,2887.43,Vulnerable
Benefit dark,Actinopterygii,Primates,1564.258,1310.37,Critically Endangered
With country,Aves,Squamata,110.456,969.42,Least Concern
Least nor,Reptilia,Anura,3951.953,810.6,Critically Endangered
High military,Reptilia,Passeriformes,868.148,132.38,Least Concern
Spend sister,Amphibia,Passeriformes,3989.596,2654.57,Endangered
Bank benefit,Aves,Passeriformes,3093.438,1917.46,Endangered
Everything lead,Aves,Squamata,3337.368,326.92,Vulnerable
Successful far,Aves,Rodentia,4.781,2137.92,Least Concern
Its decade,Amphibia,Primates,2885.279,2448.0,Extinct in the Wild
Believe idea,Aves,Squamata,4263.991,1385.69,Vulnerable
Blood really,Actinopterygii,Anura,3474.372,1472.4,Vulnerable
Discover over,Actinopterygii,Anura,3454.671,2354.4,Vulnerable
Case family,Reptilia,Anura,4287.512,2271.48,Endangered
Include recently,Reptilia,Squamata,4699.051,1014.84,Critically Endangered
Both guy,Actinopterygii,Anura,3233.152,2805.0,Critically Endangered
Office system,Aves,Anura,4680.48,2709.42,Extinct in the Wild
Stage until,Aves,Carnivora,2465.122,1548.96,Least Concern
Drive sign,Amphibia,Primates,2095.425,33.47,Vulnerable
Deep example,Amphibia,Anura,3660.567,1103.98,Extinct in the Wild
Finally relationship,Amphibia,Passeriformes,4229.347,2365.75,Extinct in the Wild
Visit partner,Aves,Carnivora,4089.325,388.85,Endangered
Party sister,Mammalia,Squamata,3592.911,2839.38,Near Threatened
Institution concern,Actinopterygii,Passeriformes,1166.963,2678.78,Vulnerable
Actually prove,Aves,Squamata,86.531,2118.15,Critically Endangered
Rich question,Mammalia,Carnivora,424.66,1271.26,Endangered
They debate,Mammalia,Primates,2395.37,1092.47,Critically Endangered
Office suddenly,Amphibia,Rodentia,2142.452,1057.01,Near Threatened
Civil else,Aves,Primates,759.423,2791.25,Extinct in the Wild
Spring fund,Mammalia,Rodentia,426.346,2662.55,Vulnerable
People you,Aves,Carnivora,4239.779,1190.85,Extinct in the Wild
Let free,Amphibia,Anura,3009.193,294.58,Critically Endangered
Guy space,Amphibia,Passeriformes,1493.842,937.43,Critically Endangered
Candidate practice,Mammalia,Rodentia,2367.118,2867.3,Extinct in the Wild
Media rich,Mammalia,Passeriformes,3077.1,1302.1,Least Concern
Pm determine,Actinopterygii,Rodentia,525.204,276.8,Endangered
Price sport,Reptilia,Rodentia,4323.085,1514.86,Extinct in the Wild
Peace but,Actinopterygii,Primates,206.39,2994.21,Near Threatened
Worry bar,Mammalia,Primates,3401.324,1838.2,Least Concern
Still number,Amphibia,Passeriformes,1825.258,1162.48,Vulnerable
Old performance,Amphibia,Rodentia,4765.926,1880.16,Least Concern
Letter clearly,Actinopterygii,Carnivora,34.52,2079.84,Endangered
Cup itself,Actinopterygii,Passeriformes,3463.367,1839.34,Endangered
Summer decide,Mammalia,Squamata,1038.48,2744.36,Extinct in the Wild
Themselves apply,Reptilia,Rodentia,93.847,2490.51,Vulnerable
Than our,Amphibia,Passeriformes,2243.321,2403.43,Extinct in the Wild
Look although,Mammalia,Squamata,3072.18,639.05,Least Concern
With degree,Mammalia,Anura,3714.723,2866.99,Critically Endangered
Tell budget,Amphibia,Rodentia,693.423,1033.51,Endangered
Room its,Reptilia,Carnivora,301.125,1811.8,Least Concern
Case pick,Amphibia,Primates,2992.997,1548.21,Endangered
Everybody southern,Actinopterygii,Passeriformes,44.027,147.58,Extinct in the Wild
Dream building,Actinopterygii,Anura,4330.855,1974.8,Near Threatened
Image Republican,Mammalia,Anura,3688.756,1262.3,Least Concern
Necessary turn,Actinopterygii,Carnivora,1270.516,2704.75,Vulnerable
Eight yard,Amphibia,Primates,3467.041,2744.83,Near Threatened
Meet special,Reptilia,Primates,2473.891,1006.52,Near Threatened
Create field,Mammalia,Passeriformes,3417.434,26.09,Vulnerable
Group partner,Actinopterygii,Passeriformes,4951.2,2680.44,Least Concern
Idea sell,Mammalia,Passeriformes,3932.043,1817.3,Extinct in the Wild
Name perhaps,Aves,Rodentia,1626.606,2676.21,Critically Endangered
Memory green,Amphibia,Squamata,3665.279,753.49,Extinct in the Wild
Design approach,Actinopterygii,Passeriformes,4752.449,1053.7,Vulnerable
Think prove,Aves,Rodentia,2244.335,1924.92,Near Threatened
Measure product,Actinopterygii,Primates,2899.379,2748.83,Least Concern
